f.eid,ECG_I_filtered_mean,ECG_I_filtered_std,ECG_I_filtered_max,ECG_I_filtered_min,ECG_I_dynamic_mean,ECG_I_dynamic_std,ECG_I_dynamic_max,ECG_I_dynamic_min,ECG_II_filtered_mean,ECG_II_filtered_std,ECG_II_filtered_max,ECG_II_filtered_min,ECG_II_dynamic_mean,ECG_II_dynamic_std,ECG_II_dynamic_max,ECG_II_dynamic_min,ECG_III_filtered_mean,ECG_III_filtered_std,ECG_III_filtered_max,ECG_III_filtered_min,ECG_III_dynamic_mean,ECG_III_dynamic_std,ECG_III_dynamic_max,ECG_III_dynamic_min,ECG_aVR_filtered_mean,ECG_aVR_filtered_std,ECG_aVR_filtered_max,ECG_aVR_filtered_min,ECG_aVR_dynamic_mean,ECG_aVR_dynamic_std,ECG_aVR_dynamic_max,ECG_aVR_dynamic_min,ECG_aVL_filtered_mean,ECG_aVL_filtered_std,ECG_aVL_filtered_max,ECG_aVL_filtered_min,ECG_aVL_dynamic_mean,ECG_aVL_dynamic_std,ECG_aVL_dynamic_max,ECG_aVL_dynamic_min,ECG_aVF_filtered_mean,ECG_aVF_filtered_std,ECG_aVF_filtered_max,ECG_aVF_filtered_min,ECG_aVF_dynamic_mean,ECG_aVF_dynamic_std,ECG_aVF_dynamic_max,ECG_aVF_dynamic_min,ECG_V1_filtered_mean,ECG_V1_filtered_std,ECG_V1_filtered_max,ECG_V1_filtered_min,ECG_V1_dynamic_mean,ECG_V1_dynamic_std,ECG_V1_dynamic_max,ECG_V1_dynamic_min,ECG_V2_filtered_mean,ECG_V2_filtered_std,ECG_V2_filtered_max,ECG_V2_filtered_min,ECG_V2_dynamic_mean,ECG_V2_dynamic_std,ECG_V2_dynamic_max,ECG_V2_dynamic_min,ECG_V3_filtered_mean,ECG_V3_filtered_std,ECG_V3_filtered_max,ECG_V3_filtered_min,ECG_V3_dynamic_mean,ECG_V3_dynamic_std,ECG_V3_dynamic_max,ECG_V3_dynamic_min,ECG_V4_filtered_mean,ECG_V4_filtered_std,ECG_V4_filtered_max,ECG_V4_filtered_min,ECG_V4_dynamic_mean,ECG_V4_dynamic_std,ECG_V4_dynamic_max,ECG_V4_dynamic_min,ECG_V5_filtered_mean,ECG_V5_filtered_std,ECG_V5_filtered_max,ECG_V5_filtered_min,ECG_V5_dynamic_mean,ECG_V5_dynamic_std,ECG_V5_dynamic_max,ECG_V5_dynamic_min,ECG_V6_filtered_mean,ECG_V6_filtered_std,ECG_V6_filtered_max,ECG_V6_filtered_min,ECG_V6_dynamic_mean,ECG_V6_dynamic_std,ECG_V6_dynamic_max,ECG_V6_dynamic_min
1111015,6.163333333333333,16.27267614404247,121.0,-43.0,139.5736,56.2329101420156,306.0,-11.0,6.051666666666667,18.725624080981177,178.0,-23,38.3736,31.27624694620504,236.0,-48.0,-0.4533333333333333,14.969229179293842,112,-49.0,-101.2,63.78533060194954,108,-248.0,-7.253333333333333,15.855571751140214,23.0,-130.0,-88.7238,32.45487811654821,-2.0,-244.0,3.105,12.481211546427161,76.0,-61.0,120.6384,58.05445069449887,266.0,-44.0,3.075,14.825407526720248,145,-18,-31.1626,41.625551783009435,155.0,-137.0,-16.038333333333334,19.043376728464473,35.0,-131.0,-130.8786,69.40159552949773,36,-324.0,-5.815,31.838877309561862,102.0,-222.0,-115.9794,70.07734994732607,100.0,-403.0,-1.6616666666666666,37.431455540613015,96.0,-311.0,-113.9394,74.16398942640559,99.0,-520,5.12,40.70702969594645,211.0,-285.0,-99.9536,69.6237620862303,208.0,-458.0,7.305,39.32359734730959,293.0,-172,-120.1878,75.51365791140037,280.0,-372.0,7.956666666666667,33.27664028847998,278.0,-74.0,-101.6574,72.47106198504338,285.0,-249.0
1111117,16.043333333333333,25.753086330681914,173.0,-10.0,-24.8376,30.809992311586186,154.0,-72.0,9.961666666666666,16.91548197822207,75.0,-53,43.0612,21.249805988761402,126.0,-34.0,-6.3133333333333335,17.122650365978846,26,-123.0,67.8988,22.571941842916395,127,-77.0,-14.213333333333333,20.095799450520886,9.0,-123.0,-8.8624,23.935836443291468,34.0,-133.0,10.865,20.188613333593107,144.0,-18.0,-46.1144,24.831546722667117,112.0,-91.0,1.865,11.028452974012266,24,-74,55.7318,15.595713153299531,105.0,-30.0,-4.598333333333334,16.359411069948564,16.0,-111.0,-75.8502,44.118270137891855,19,-235.0,5.6466666666666665,32.562890262110066,95.0,-165.0,-56.2208,68.06167238145122,125.0,-306.0,13.896666666666667,50.37167844025935,160.0,-269.0,-49.7424,66.98817837678526,137.0,-398,16.588333333333335,46.839714600847955,210.0,-213.0,-65.0582,58.80931569709003,166.0,-346.0,15.806666666666667,43.2091728944471,256.0,-147,-95.6672,62.209424078350054,194.0,-328.0,16.833333333333332,38.52149472120151,260.0,-79.0,-53.6552,48.384517285594576,216.0,-188.0
1111292,8.626666666666667,14.6843665924759,116.0,-19.0,1.3222,17.476360809962696,118.0,-41.0,22.086666666666666,30.23594696530752,261.0,-8,7.7212,37.360876201716685,269.0,-58.0,12.611666666666666,17.23835444260527,161,-11.0,6.399,22.530419414649163,180,-46.0,-16.56833333333333,22.136591062963802,11.0,-186.0,-4.2666,26.904035467565084,44.0,-186.0,-1.9916666666666667,5.071646401536904,31.0,-31.0,-2.2896,8.810669978645613,41.0,-45.0,17.565,23.4777009450812,211,-8,7.3038,29.58724565687046,225.0,-43.0,-8.386666666666667,16.55608112514016,9.0,-150.0,-7.6622,19.06811189289595,23,-165.0,-0.31333333333333335,21.501592705864578,57.0,-150.0,-50.8216,25.097620872106585,30.0,-213.0,6.31,32.76274154177781,81.0,-181.0,-57.8292,37.49705624925775,35.0,-269,15.43,38.3455138619022,201.0,-120.0,-88.8346,42.975300381032824,123.0,-240.0,17.155,40.7952322581941,301.0,-79,-83.5236,45.00889515462471,222.0,-204.0,16.668333333333333,36.075822890437614,297.0,-38.0,-43.6284,41.07987723253321,260.0,-115.0
1111403,6.695,11.3634784140538,80.0,-4.0,-343.7936,22.027087847466355,-183.25,-382.0,-2.8216666666666668,12.874258446821532,52.0,-90,-230.229,21.055720339138244,-141.0,-337.0,-10.113333333333333,15.575209647242492,8,-102.0,113.5646,19.28519190570838,158,14.0,-2.9883333333333333,9.335676937902731,39.0,-66.0,287.257,19.271153338604307,352.0,91.25,8.12,12.011200328582207,73.0,-3.0,-228.4244,17.826897785088686,-139.0,-255.0,-6.125,13.114217793423036,14,-96,-58.0822,16.924214698472717,-14.0,-158.0,0.8966666666666666,9.246223853852747,24.0,-59.0,-13.4416,13.017288098524977,28,-89.0,7.928333333333334,18.77018550491414,64.0,-82.0,-109.985,22.953256304934165,-30.0,-215.0,1.445,34.09912474438799,92.0,-206.0,-143.7412,37.00959635770161,-11.0,-370,6.3533333333333335,31.549883606054006,151.0,-174.0,-98.0778,34.704341906453145,100.0,-297.0,6.255,27.91260124627107,190.0,-119,-136.7318,33.860677322817985,127.0,-286.0,8.535,23.062713955647112,183.0,-39.0,-163.9778,29.409707702729726,74.0,-231.0
1111581,10.65,22.13904921174349,187.0,-30.0,95.6594,42.39172315016223,319.0,-10.0,14.975,13.61902009446103,55.0,-17,-3.6174,37.782437947279156,98.0,-91.0,3.57,22.1844938339072,40,-159.0,-99.2768,33.12882403225324,-33,-311.0,-13.996666666666666,14.77915160698415,10.0,-110.0,-45.7748,36.58099075968282,29.0,-197.0,3.3033333333333332,21.031595015330836,171.0,-35.0,97.71,33.021324927991614,295.0,14.0,9.486666666666666,14.676051542867002,47,-66,-51.1928,28.519474542144007,33.0,-173.0,5.336666666666667,27.812706728320343,69.0,-161.0,28.7896,35.3856034545124,111,-155.0,14.996666666666666,34.44923785642999,188.0,-157.0,17.0332,43.94665058636437,209.0,-184.0,13.248333333333333,24.49625816096999,124.0,-102.0,-27.0076,31.96026818160323,103.0,-168,13.228333333333333,19.051584288160626,109.0,-68.0,24.5216,24.523407867586428,131.0,-77.0,13.02,15.309461127028607,86.0,-42,30.6158,21.586518717940603,129.0,-48.0,8.605,12.258696572909646,64.0,-33.0,-40.9138,33.81561724351634,72.0,-130.0
1111612,4.865,12.739967621622906,110.0,-20.0,-75.2374,41.56847653258416,66.0,-194.0,11.283333333333333,19.840103886376763,169.0,-12,40.3446,34.219360760247994,230.0,-29.0,5.953333333333333,10.353477140018658,75,-20.0,115.582,55.379769555316855,280,31.0,-9.141666666666667,15.927385134485267,15.0,-140.0,17.696,26.13058713462061,84.0,-139.0,-0.7916666666666666,5.931688676553715,26.0,-17.0,-95.1624,45.877589586202106,-22.0,-210.0,8.778333333333334,14.548511855932972,117,-10,78.2124,41.07424115233293,238.0,8.0,-8.576666666666666,16.133736565208803,38.0,-122.0,225.6064,86.12769983599934,400,-10.0,-11.588333333333333,16.099033010988233,83.0,-103.0,-20.9418,89.18150039531741,216.0,-227.0,-1.2933333333333332,36.46286634676739,297.0,-101.0,66.2576,86.15927136553559,496.0,-152,1.4416666666666667,27.97933637327535,234.0,-36.0,146.2604,65.34746660613555,483.0,40.0,4.516666666666667,21.239657613896593,178.0,-14,111.1454,59.27903388922596,393.0,39.0,2.5116666666666667,17.774040918022987,134.0,-13.0,-7.1454,69.49223452185143,248.0,-97.0
1111841,14.491666666666667,27.76790588471198,204.0,-31.0,-55.1026,52.18189028044116,195.0,-166.0,20.283333333333335,31.56358221466984,237.0,-21,-34.5746,42.32579396585491,217.0,-123.0,5.196666666666666,6.816987767498357,52,-9.0,20.528,19.526474745841863,90,-32.0,-18.518333333333334,29.60798873990299,24.0,-217.0,45.0896,46.50199965420842,144.0,-199.0,4.256666666666667,12.657835079068178,103.0,-22.0,-37.5674,33.234179051693154,107.0,-105.0,12.958333333333334,18.100366402061834,143,-9,-6.7786,20.142948692780806,145.0,-46.0,-11.11,34.078114677898476,64.0,-260.0,-76.0876,56.35230542080776,70,-388.0,19.671666666666667,64.98679761219881,160.0,-310.0,-183.7524,91.76300722099293,60.0,-599.0,2.4816666666666665,41.031894064929,74.0,-239.0,-225.156,109.07578495706551,11.0,-597,25.263333333333332,50.95685091874845,253.0,-219.0,-65.614,55.697132816689944,197.0,-339.0,22.566666666666666,60.110777366089316,488.0,-108,-29.0456,61.11730950099161,454.0,-184.0,17.273333333333333,50.742900543381985,407.0,-46.0,-123.7956,69.55392023919283,339.0,-248.0
1111924,11.15,14.610641099326658,99.0,-8.0,132.9646,19.384244809638574,254.0,87.0,27.891666666666666,38.26617998383893,268.0,-33,135.9964,74.8959784437055,467.0,-31.0,19.14,24.62316795215433,174,-27.0,3.0318,61.139793823335715,251,-128.0,-22.373333333333335,26.224173750356538,19.0,-182.0,-134.235,45.3672191675884,-31.0,-354.0,-4.086666666666667,6.404880083880485,10.0,-41.0,65.2158,25.588388584668635,119.0,-22.0,22.897916666666667,31.348701727503805,221,-30,69.763,67.67795528087414,354.0,-78.0,-6.3966666666666665,22.670670969828446,22.0,-178.0,23.234,28.275106436581282,85,-164.0,9.923333333333334,42.880307705156326,142.0,-211.0,22.028,51.99535763892773,212.0,-231.0,22.528333333333332,70.08772501103329,221.0,-270.0,10.1122,80.9377218060899,255.0,-330,26.655,53.093966779035576,224.0,-122.0,23.9922,65.43930118178218,277.0,-173.0,22.906666666666666,51.26933413086445,365.0,-57,48.178,56.74674542209448,420.0,-58.0,17.97833333333333,37.86561145096638,286.0,-31.0,-92.0758,72.20245739834621,247.0,-238.0
1112042,-6.958333333333333,8.377346271675508,56.0,-32.0,-105.3168,20.84145958804229,-24.0,-165.0,-1.5216666666666667,1.839256341266461,7.0,-5,-77.5114,13.542077759339591,-55.0,-113.0,4.635,8.359930721403536,39,-59.0,27.8054,14.299102448755306,97,-50.0,2.993333333333333,5.434317631207942,11.0,-28.0,91.6644,16.064101986728048,133.0,45.0,-6.03,8.295325993192392,57.0,-36.0,-66.3106,16.542784760734815,11.0,-131.0,1.4916666666666667,4.361713004116041,23,-31,-24.602,9.677240259938468,15.0,-70.0,-7.61,14.953078835700246,11.0,-123.0,73.375,37.65518257823218,139,-103.0,1.0666666666666667,24.14108991371811,41.0,-153.0,48.9494,42.38982000008964,133.0,-163.0,4.558333333333334,32.81046475169503,61.0,-220.0,34.3774,45.22652064043839,130.0,-236,7.126666666666667,34.501409955085734,64.0,-245.0,31.2306,54.697449882421395,170.0,-291.0,2.4166666666666665,17.968946979596648,104.0,-121,9.3988,29.47798091050335,134.0,-162.0,4.115,12.191053071822795,89.0,-57.0,-18.4314,28.22382139328408,91.0,-126.0
1112074,-4.923333333333333,12.12466311101284,22.0,-98.0,-47.6898,17.13277490542615,-7.0,-174.0,1.9,3.0962342719288323,10.0,-4,20.2464,32.47440972581334,74.0,-39.0,6.631666666666667,13.529942001189642,103,-22.0,67.9362,44.817524804031734,237,-27.0,0.49333333333333335,5.649774823438148,45.0,-14.75,13.9666,13.112218898416852,79.0,-17.0,-6.038333333333333,12.785937479208249,22.0,-101.0,-57.5682,29.787590516186437,9.0,-205.0,4.516666666666667,7.695435154831871,54,-10,44.3402,38.19219375683989,150.0,-31.0,-8.098333333333333,24.86185828175807,49.0,-166.0,-103.8514,63.63937553150565,62,-341.0,-5.298333333333333,27.11935343173866,103.0,-190.0,-138.7202,71.48510552527708,75.0,-424.0,-1.2533333333333334,17.596756014169834,112.0,-75.0,-16.5362,57.4471051451681,161.0,-233,1.9183333333333332,15.794144396649736,124.0,-33.0,-15.8718,31.59965450380747,152.0,-106.0,4.223333333333334,14.906713998135949,121.0,-11,-73.9182,79.10409792646648,168.0,-175.0,4.181666666666667,13.53398181943839,111.0,-6.0,51.907,21.45861950359342,174.0,8.0
1112130,-2.1866666666666665,7.864381023887951,54.0,-26.0,-60.283,13.205993601048844,13.0,-95.0,-1.135,3.2731394205970923,7.0,-8,-106.5468,26.67402875007823,-46.0,-151.0,0.52,9.451433753669333,25,-53.0,-46.2638,26.935541753601317,27,-147.0,0.48,5.434317631207942,12.0,-29.0,83.6646,15.334148389786765,116.0,31.0,-1.5983333333333334,8.504136085197342,53.0,-26.0,-6.757,15.67849326306581,79.0,-58.0,-0.10666666666666667,5.825400320054312,13,-26,-76.1544,26.22740095091391,-11.0,-143.0,0.9883333333333333,21.628026506261627,42.0,-116.0,-3.5758,25.360675352994843,54,-143.0,15.241666666666667,36.599133831584346,128.0,-144.0,11.5868,41.71839481284005,141.0,-183.0,17.921666666666667,36.052584704690574,230.0,-85.0,21.6432,38.618165333946145,245.0,-99,15.93,41.48588233764991,333.0,-52.0,0.7962,45.59836691768687,329.0,-90.0,10.891666666666667,32.46002562982489,265.0,-35,28.038,38.21694592716692,306.0,-37.0,9.4,20.24080037943164,167.0,-19.0,40.7116,27.503549324405384,228.0,-12.0
1112151,13.921666666666667,23.538100968901933,191.0,-19.0,-156.2744,31.467175034311552,35.0,-226.0,14.576666666666666,15.361774709395469,96.0,-6,119.7008,46.40618578767275,245.0,12.0,0.08666666666666667,19.087844881552822,40,-148.0,275.9752,49.75064808582899,362,24.0,-15.463333333333333,17.40082341602131,0.0,-128.0,18.5386,30.87836313731672,71.0,-127.0,6.776666666666666,19.97807437055823,168.0,-28.0,-215.8786,34.55963341877341,4.0,-286.0,7.638333333333334,12.731752846939635,40,-54,198.0868,45.46565809223485,278.0,39.0,-2.9266666666666667,12.146657519206215,15.0,-78.0,169.2574,23.059617196302284,205,54.0,19.19333333333333,42.548160425047236,268.0,-135.0,171.727,61.38901914023386,475.0,-49.0,17.661666666666665,47.002984272868844,290.0,-173.0,172.9488,60.10060048418818,470.0,-64,17.126666666666665,44.57993519760007,324.0,-104.0,145.8004,56.87160416095189,474.0,-20.0,15.235,34.9938533888453,273.0,-41,119.4026,48.404480301310954,402.0,9.0,14.835,31.315455848510332,254.0,-3.0,16.2064,37.99989209247837,265.0,-33.0
1112299,9.986666666666666,15.80178752195108,105.0,-47.0,4.6986,23.951955202863918,127.0,-84.0,9.395,10.555518698766063,62.0,-2,-34.9442,24.44876860621001,56.0,-77.0,-0.9916666666666667,13.195261670598107,95,-56.0,-39.6428,23.01874905723593,81,-119.0,-10.915,11.734611554428776,5.0,-80.0,15.3728,21.293534703284937,54.0,-83.0,5.3,13.611269840344312,81.0,-70.0,22.422,20.05753514268391,114.0,-81.0,4.35,8.977054082492764,76,-10,-37.0462,20.510671991916794,59.0,-80.0,-3.8016666666666667,21.368645189207065,40.0,-130.0,-76.091,37.14793021152053,12,-246.0,0.7766666666666666,31.44831933329489,74.0,-198.0,-46.5334,39.58257804186079,47.0,-281.0,3.7183333333333333,23.061490206739794,86.0,-135.0,-3.811,29.153539733624115,98.0,-171,8.511666666666667,18.567620487169474,92.0,-92.0,102.2624,31.438663238757467,219.0,-47.0,4.421666666666667,13.48890397903238,78.0,-61,-74.081,39.86101402373,59.0,-186.0,7.121666666666667,10.32102371645156,67.0,-27.0,-8.4172,16.196505308079914,70.0,-56.0
1112547,5.881666666666667,22.98719202560901,180.0,-20.0,71.1416,35.92548885457232,289.0,-27.0,9.253333333333334,17.050781669928085,159.0,-13,168.8776,36.882383575902466,361.0,72.0,2.8566666666666665,13.668435251418586,37,-101.0,97.736,24.62805522163697,160,-57.0,-8.735,19.069210130469486,8.0,-169.0,-119.7562,34.263093286508735,-24.0,-313.0,1.27,16.857157727999898,122.0,-26.0,-13.0426,24.667176272123243,138.0,-74.0,6.2283333333333335,10.30871139161222,70,-52,133.5584,25.708764836918945,237.0,38.0,2.45,21.411153635430292,67.0,-143.0,-105.2202,24.082701508759353,-28,-281.0,9.73,32.72313809320045,110.0,-201.0,-88.5656,34.5697685361068,21.0,-314.0,3.2583333333333333,20.196573898120004,80.0,-137.0,-122.1874,36.419449216593044,-4.0,-305,6.866666666666666,20.214653650810398,92.0,-130.0,-64.2658,21.98992383706683,41.0,-214.0,5.373333333333333,21.823319841144446,198.0,-60,-112.7134,48.440896569324565,161.0,-247.0,6.246666666666667,18.56715259687267,179.0,-27.0,-61.089,21.190485577258485,136.0,-107.0
1112571,3.6433333333333335,17.516833491118067,113.0,-23.0,-30.5368,94.01951842973882,205.0,-234.0,13.905,38.44787781312947,311.0,-51,-237.0552,102.47528947487778,232.0,-434.0,9.61,22.09723738389032,198,-31.0,-206.5184,90.11837582557733,179,-367.0,-9.97,27.74086816714046,35.0,-213.0,134.0492,87.40131108490306,324.0,-147.0,-3.1016666666666666,5.261938542231581,21.0,-42.0,88.2388,76.52109104397296,237.0,-65.0,12.046666666666667,30.05934944220997,254,-41,-221.5366,84.26331028650608,206.0,-340.0,2.755,25.324921355587005,75.0,-146.0,-111.7332,40.9913797981966,38,-293.0,10.426666666666666,29.332938633708167,83.0,-180.0,-93.7026,52.09614720149658,67.0,-333.0,16.496666666666666,40.44424131511871,323.0,-112.0,-64.458,52.12534350965948,296.0,-230,12.89,44.406357277609104,370.0,-67.0,-189.6818,91.09181164495521,340.0,-359.0,13.031666666666666,44.74599420308171,376.0,-56,-123.9536,87.02398202242874,395.0,-263.0,11.37,40.526860639992,336.0,-57.0,-128.9648,81.76703957561384,344.0,-263.0
1112586,13.901666666666667,25.273741258907872,189.0,-57.0,-36.928,38.03919578540009,174.0,-148.0,9.303333333333333,18.525873498674468,170.0,-9,90.396,48.64760203751054,326.0,14.0,-5.173333333333333,15.782055914515349,105,-69.0,127.324,30.619546436875908,286,28.0,-12.811666666666667,20.66001445358212,22.0,-177.0,-26.484,40.896989424650805,54.0,-246.0,9.136666666666667,18.98775014464735,117.0,-78.0,-81.8746,24.511509028209584,44.0,-190.0,2.365,11.66969472608431,92,-13,109.1108,35.92187806003467,262.0,58.0,-1.77,36.813137600590366,61.0,-234.0,4.9224,41.92229929572089,94,-255.0,6.181666666666667,73.46395032410265,140.0,-448.0,-1.5876,84.96057865998795,184.0,-513.0,7.651666666666666,51.188283137409044,97.0,-358.0,49.316,57.342697390339076,170.0,-351,7.01,42.927029946177264,167.0,-293.0,-8.3848,66.91295785541094,226.0,-383.0,9.32,39.965455083108964,301.0,-203,53.0256,47.66592645318037,374.0,-203.0,11.576666666666666,31.089989635822583,277.0,-74.0,107.4408,45.38173305813695,408.0,-19.0
1112598,13.921666666666667,21.92849433702389,148.0,-22.0,-216.5708,65.31339669133737,-6.0,-353.0,5.61,20.66771798401233,119.0,-49,-110.3886,134.45459155432366,273.0,-292.0,-8.925,24.808386518809858,40,-100.0,106.1822,191.74465677864404,569,-181.0,-10.758333333333333,17.42717984133469,34.0,-133.0,163.7322,44.50323677172257,248.0,-43.0,11.18,20.95083769208286,111.0,-23.0,-161.1248,126.47256471250988,69.0,-450.0,-1.3983333333333334,19.991739891487406,46,-42,-1.8492,162.34310105255474,404.0,-206.0,-0.006666666666666667,8.373765912393035,53.0,-41.0,225.1786,28.68699186112061,313,72.5,15.753333333333334,39.56546249220679,180.0,-160.0,107.6122,53.68208463873213,324.0,-128.0,20.62,48.698140963832834,327.0,-158.0,147.852,58.496229758848564,506.0,-82,19.753333333333334,48.79169146028405,397.0,-123.0,87.1214,58.54752481565723,513.0,-93.0,18.913333333333334,46.5387203185572,408.0,-83,82.0788,55.94130308242739,510.0,-66.0,17.205,38.37025290942625,335.0,-56.0,88.8734,48.29845724699703,446.0,-30.0
1112803,13.993333333333334,21.922438023378895,159.0,-16.0,21.105,25.71349013650228,171.0,-26.0,22.903333333333332,36.72620302847667,272.0,-29,57.2344,42.47229987462416,333.0,-14.0,8.141666666666667,15.837137700845933,127,-13.0,36.1294,20.039657073912217,176,-3.0,-19.678333333333335,29.172501844869064,21.0,-213.0,-38.9234,33.65485897221975,18.0,-246.0,2.55,5.090268493246042,40.0,-19.0,-7.2666,8.971885222181568,40.0,-35.0,15.74,26.144452566462352,199,-21,46.9234,30.621318267507686,254.0,-6.0,13.8925,37.637524678024306,181.0,-81.0,-42.763,42.956904346100174,127,-173.0,17.088333333333335,47.69189865398758,178.0,-172.0,-46.3196,55.41486674025302,135.0,-261.0,5.158333333333333,25.703435513997388,50.0,-181.0,-33.3368,38.72946895788787,57.0,-259,23.655,47.19250620243289,334.0,-19.0,2.0618,53.90343199426174,344.0,-56.0,22.68166666666667,47.8625497010856,361.0,-26,-0.4582,55.08473702179216,364.0,-70.0,18.47833333333333,38.72944010124024,298.0,-32.0,-15.141,44.44044463098901,272.0,-76.0
1112887,8.445,14.386926067324689,108.0,-25.0,-32.6492,91.79990925572856,239.0,-188.0,22.185,31.167516877886396,219.0,-2,149.4884,60.976220491598205,422.0,27.0,13.085,22.51875755157612,162,-14.0,182.1376,62.85542034096979,429,70.0,-16.496666666666666,21.54243847746943,4.0,-162.0,-58.1662,71.30964996099756,43.0,-327.0,-2.585,10.587230122495056,21.0,-85.0,-107.144,72.52288510532382,36.0,-300.0,17.87,26.214622509838534,177,-8,166.067,41.56444286887531,363.0,67.0,-7.578333333333333,31.640488785029152,19.0,-226.0,-54.186,50.00187000503081,16,-336.0,-5.673333333333333,41.80183355893482,43.0,-284.0,9.0082,52.399432561431425,101.0,-306.0,7.391666666666667,31.535349433435627,144.0,-148.0,-92.9648,74.62610777040432,124.0,-348,9.828333333333333,40.25426102359296,325.0,-32.0,-45.463,71.90927499982183,333.0,-180.0,8.578333333333333,37.2366378345605,299.0,-14,-33.3692,71.42893035290392,324.0,-153.0,7.363333333333333,30.737132628503627,232.0,-13.0,-8.4576,60.11762638561173,272.0,-117.0
1112916,20.836666666666666,31.002956669037587,119.0,-26.0,232.941,198.0532032323937,759.0,-140.0,26.466666666666665,30.52423445213473,105.0,-23,306.4052,224.03641557453278,798.0,-79.0,5.056666666666667,9.60677480855163,27,-74.0,73.4642,25.643227533990334,136,-45.0,-22.88625,30.40864236620168,21.0,-103.0,-269.428,167.79312036360088,110.0,-684.0,7.526666666666666,17.07227642179631,90.0,-17.0,79.9884,151.26959200526719,382.0,-116.0,16.13,16.522906322234395,58,-26,190.1838,129.87569294352195,438.0,-16.0,-13.235,15.928583584236232,33.0,-85.0,94.9936,101.75006220656574,327,-96.0,4.691666666666666,22.148888547484475,63.0,-109.0,105.5252,95.80807358965109,323.0,-123.0,16.128333333333334,53.67325712638982,165.0,-240.0,91.3756,95.00275640548541,365.0,-262,26.236666666666668,56.83957531704668,194.0,-199.0,130.2858,110.25692957070771,447.0,-207.0,30.948333333333334,52.32009490201213,276.0,-96,112.2302,112.18657142439108,527.0,-127.0,25.315,47.02980375960191,271.0,-44.0,114.5136,104.88046822473669,523.0,-79.0
1112940,7.25,15.922232883612775,131.0,-5.0,-55.5596,22.944952556935043,90.0,-96.0,9.116666666666667,23.947436652431556,211.0,-9,22.6842,56.985651442797426,297.0,-90.0,1.0566666666666666,9.619604403970513,80,-23.0,78.2438,38.777993263705646,214,-12.0,-9.41,19.747199801490844,4.0,-172.0,16.6842,38.86813180949144,92.0,-190.0,2.7883333333333336,5.3901327029634025,44.0,-6.0,-66.6526,14.252112588665584,0.0,-95.0,5.338333333333333,16.42540300537216,146,-10,50.708,47.368972291997224,256.0,-43.0,-0.725,26.05742456575477,32.0,-227.0,-4.3712,32.81258616080117,54,-253.0,11.923333333333334,32.845001480015526,90.0,-199.0,-55.9856,41.67844278089093,53.0,-299.0,20.201666666666668,44.795509416557465,131.0,-224.0,-45.892,52.45084495029608,90.0,-316,20.2,32.82798602818435,173.0,-63.0,-40.1336,39.97571451569065,155.0,-150.0,15.2,33.68669371329477,262.0,-18,-43.7274,41.82217461156222,270.0,-101.0,10.133333333333333,27.421747249623287,237.0,-6.0,-33.9792,33.852668541194795,239.0,-76.0
1113018,10.565,13.26696806609056,93.0,-1.0,80.1702,19.338718467364895,185.0,37.0,12.24,26.93595614292044,206.0,-4,94.7074,30.05278997431021,304.0,62.0,1.3783333333333334,16.410317807877934,119,-18.0,14.5372,21.422768638997155,154,-27.0,-12.628333333333334,19.586905418898844,0.0,-150.0,-87.1814,22.892970406655405,-54.0,-242.0,4.308333333333334,6.464513172355328,19.0,-41.0,33.0642,13.810607458037465,66.0,-39.0,6.9366666666666665,21.318286099548953,162,-11,54.8702,24.24747722877578,224.0,24.0,-6.465,24.75887938363393,14.0,-198.0,-24.646,36.65157409989372,37,-258.0,-3.905,25.384758714630323,22.0,-198.0,12.45,29.30059214418712,53.0,-208.0,5.035,17.686542200215396,127.0,-10.0,-79.3334,41.87494530671055,83.0,-166,6.568333333333333,23.284801850611103,176.0,-11.0,-7.122,33.48850423652869,193.0,-67.0,5.38,25.982666016660673,200.0,-17,-159.1816,68.42958878613841,123.0,-270.0,7.02,24.364173151029224,193.0,-12.0,-129.7234,55.14147343370505,123.0,-223.0
1113053,7.7283333333333335,25.90671464869463,213.0,-18.0,112.4246,30.714412168231384,347.0,60.0,0.11333333333333333,9.815149288500688,79.0,-41,26.2244,18.12943586105205,137.0,-40.0,-8.096666666666666,23.300443248049074,20,-215.0,-86.2002,30.12877893244265,-20,-338.0,-5.078333333333333,15.765115409945112,10.0,-147.0,-69.0744,20.225559686693465,-27.0,-234.0,7.676666666666667,24.142192434730436,202.0,-17.0,99.561,29.04240828512677,326.0,45.0,-3.76,12.318241216450776,14,-128,-29.7394,19.55420894948195,15.0,-186.0,-0.9716666666666667,17.926540767501375,63.0,-126.0,-23.6702,28.78691077486433,65,-191.0,11.515,30.97132719683374,162.0,-158.0,-43.3544,41.31255015900132,132.0,-263.0,7.5183333333333335,29.591265556278973,120.0,-151.0,-48.415,47.219915025336505,115.0,-269,8.203333333333333,31.04752253490696,185.0,-123.0,-138.373,72.77441494783726,135.0,-370.0,9.953333333333333,26.71281506859374,199.0,-89,77.8246,32.454340770380774,284.0,-58.0,9.846666666666666,22.474277642575203,182.0,-66.0,132.3706,43.15282673985564,356.0,-18.0
